clientId,recommendations
100009284.1538629768,"[417683, 417636, 417693, 417706, 417738, 417759, 417834, 417784, 417546, 416116]"
1000097207.1538646671,"[417751, 417787, 417636, 417683, 417373, 417933, 417706, 417693, 417329, 417759]"
1000104930.1536909331,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000106844.1461739756,"[416773, 417636, 417325, 417373, 417605, 417614, 417787, 417706, 417641, 417693]"
1000109484.1537763184,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
100011021.1538611394,"[417325, 417373, 417355, 417636, 416773, 418218, 417614, 417309, 417307, 417683]"
100011071.1536745528,"[418295, 418103, 416116, 417858, 418250, 417355, 418311, 418270, 416773, 418343]"
1000113686.1500651832,"[418468, 417373, 417307, 417641, 417325, 418495, 416761, 416693, 418523, 416773]"
100011503.1537592838,"[417933, 417996, 417641, 417636, 416773, 418084, 418179, 417787, 417325, 417759]"
10001166.1536348679,"[417355, 417325, 418295, 416116, 417519, 417309, 417706, 416701, 417178, 417387]"
1000119766.1538465569,"[418468, 418495, 416761, 418523, 417307, 417751, 416693, 416968, 416738, 417082]"
1000122780.1538743815,"[416614, 418137, 418199, 418270, 416537, 418218, 416634, 417355, 418146, 416636]"
1000124227.1538434999,"[417458, 416773, 416951, 416616, 417493, 416922, 416687, 416592, 416703, 416614]"
1000130867.1509945107,"[416988, 416951, 417683, 416996, 417121, 416992, 417060, 405301, 415093, 417493]"
1000133512.1538556720,"[417636, 418468, 416773, 417683, 416693, 416915, 417706, 417693, 416988, 417307]"
1000147691.1536712640,"[416687, 416616, 416693, 418468, 416703, 416677, 416701, 418495, 417307, 416761]"
1000167691.1515684988,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 416951, 417325]"
1000172939.1527834581,"[418218, 418468, 417307, 418495, 417996, 417325, 416761, 418523, 416693, 418103]"
1000179009.1525936594,"[417605, 416773, 416703, 417614, 417325, 416592, 415811, 416785, 415809, 417890]"
1000204555.1538558369,"[417325, 417355, 417636, 417683, 417641, 417706, 417373, 417693, 417614, 417470]"
1000204727.1530918692,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1000206483.1511363919,"[417428, 417307, 417513, 417225, 417238, 417454, 417422, 417325, 417309, 417387]"
100021588.1538551387,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418105, 418079, 418311]"
1000223225.1516923790,"[417787, 417996, 417770, 418218, 417636, 417683, 418084, 417759, 417373, 417325]"
1000225363.1538405963,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000243748.1538353918,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 416951, 417325]"
1000244409.1538381563,"[416773, 416616, 417325, 416592, 416703, 417636, 416614, 416564, 417614, 416537]"
1000249597.1525923240,"[417673, 417605, 416687, 417787, 418295, 416773, 416988, 417996, 416614, 418451]"
1000253160.1482996720,"[417996, 417636, 417975, 417979, 417706, 417923, 418199, 417998, 417886, 417890]"
1000259476.1538622740,"[417683, 417636, 417693, 417706, 417738, 417759, 417834, 417784, 417546, 416116]"
10002595.1492326646,"[416773, 416915, 417325, 416616, 416703, 416592, 416564, 417614, 416785, 417636]"
100026094.1535163069,"[416707, 416614, 417121, 417178, 417236, 417205, 417325, 417373, 417355, 417996]"
1000265807.1538621464,"[416687, 417458, 418295, 417373, 417751, 417355, 418218, 417865, 418103, 417307]"
1000270984.1538608942,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1000275355.1538727427,"[417933, 417683, 417641, 417636, 418084, 417673, 417996, 418137, 417759, 417693]"
1000278694.1538723341,"[418084, 417325, 418199, 418295, 418034, 418092, 418079, 418270, 417886, 417636]"
1000282487.1535512681,"[417933, 417996, 416773, 417636, 417325, 418218, 417759, 417706, 417787, 417614]"
1000282509.1534937186,"[417605, 416614, 416988, 418218, 416773, 417770, 417614, 417636, 416703, 417325]"
1000287913.1538619813,"[417605, 416988, 416773, 416703, 417614, 416951, 415811, 416785, 417325, 415093]"
1000288075.1538039286,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418079, 418105, 418311]"
1000293322.1530535962,"[417329, 418179, 417231, 417775, 418103, 418054, 418495, 417975, 418306, 417519]"
1000294044.1538396402,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000294654.1538500712,"[417329, 418103, 417231, 417775, 418054, 418495, 417975, 417258, 417493, 417076]"
1000298887.1532111989,"[418179, 418468, 416773, 418199, 418218, 418311, 418183, 418295, 418462, 418173]"
1000302768.1514126834,"[417355, 417325, 418295, 416116, 417519, 417309, 417706, 416701, 417178, 417387]"
1000313588.1538363620,"[417673, 417865, 417605, 413200, 417458, 416988, 416614, 418084, 417329, 418468]"
100033337.1527246199,"[418179, 418199, 418311, 418468, 418183, 418306, 418462, 418173, 418146, 418377]"
1000349902.1538624569,"[417683, 417636, 417693, 417706, 417738, 417759, 417834, 417784, 417546, 416116]"
1000362506.1473426280,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000364058.1516345693,"[418451, 417641, 418218, 417329, 417636, 417683, 416687, 416616, 418103, 416915]"
1000364915.1478506700,"[416773, 416703, 416592, 416785, 415811, 415809, 416564, 417325, 416064, 418295]"
10003674.1499657328,"[416773, 417329, 416614, 416703, 416592, 417673, 417325, 416687, 416785, 416564]"
1000368013.1530869371,"[416915, 416898, 416932, 416900, 416981, 416879, 415426, 416926, 416917, 416911]"
1000390672.1526772502,"[417605, 418295, 418137, 418179, 418218, 418084, 416773, 417933, 418103, 417751]"
1000396372.1488462710,"[417996, 417975, 417979, 418199, 417923, 418495, 418311, 417886, 415811, 417998]"
1000402963.1538655258,"[417996, 418137, 417787, 417673, 417718, 417032, 417979, 417886, 417975, 418199]"
1000417264.1524320777,"[418295, 418103, 416116, 417858, 418250, 418311, 417355, 417636, 416773, 418270]"
1000429759.1471407869,"[416614, 416616, 417458, 416636, 416537, 416634, 416951, 418199, 416638, 416592]"
1000473358.1537921100,"[416988, 417865, 417673, 417329, 418218, 417355, 417770, 418295, 417458, 416915]"
1000480834.1538719606,"[417636, 417683, 417693, 417706, 417738, 417759, 417355, 417834, 417546, 416116]"
1000482442.1538395232,"[416773, 416703, 416592, 416785, 415811, 416614, 418295, 417325, 415809, 416564]"
1000482713.1493808431,"[418468, 418495, 417307, 416761, 418523, 416693, 416968, 416738, 417082, 416828]"
1000490684.1528200592,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000494795.1420708907,"[416614, 416537, 416773, 418199, 416634, 416703, 417355, 415809, 416677, 416693]"
1000510233.1505400801,"[417933, 417923, 417759, 417886, 417971, 417884, 417998, 417753, 417979, 417975]"
1000513958.1538662843,"[417933, 418084, 417996, 418137, 416773, 417787, 417325, 417636, 417759, 417458]"
1000517299.1529879589,"[418218, 418468, 417307, 418495, 417996, 417325, 416761, 418523, 416693, 418103]"
100051995.1530782968,"[416915, 416898, 416932, 416900, 416981, 416879, 415426, 416917, 416926, 416911]"
1000520030.1517244884,"[418179, 418199, 418311, 418468, 418183, 418306, 418462, 418173, 418146, 418377]"
1000548257.1516539930,"[417933, 417923, 417759, 417886, 417971, 417884, 417998, 417753, 417979, 417975]"
1000554637.1531562522,"[417605, 417933, 417636, 417614, 417890, 417683, 417458, 417599, 416773, 417996]"
1000557867.1538474967,"[416988, 416951, 417683, 416996, 417121, 416992, 417060, 405301, 415093, 417493]"
1000568286.1509751030,"[417355, 417325, 416773, 418179, 418451, 417933, 417770, 416703, 418137, 417307]"
1000572095.1534558559,"[416687, 416773, 417458, 416951, 417325, 417636, 417355, 417493, 418468, 416703]"
1000575551.1517458134,"[416988, 416915, 416951, 418137, 416898, 416981, 416996, 417060, 417121, 417493]"
1000577728.1497839300,"[417636, 417683, 417373, 417325, 417706, 417693, 416773, 417470, 417614, 417738]"
1000588104.1538620407,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1000594873.1538567123,"[417641, 417373, 417636, 417683, 417325, 417307, 417614, 417639, 417693, 417309]"
1000596331.1537768925,"[417996, 417975, 417979, 418199, 417923, 417886, 417998, 418311, 415811, 417121]"
1000614805.1538734405,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418105, 418079, 418311]"
1000629258.1536109422,"[417325, 417673, 416773, 417641, 417307, 416915, 417355, 416703, 417309, 417614]"
1000629925.1502523315,"[417373, 417329, 417325, 416773, 417636, 417428, 417614, 417309, 417513, 417307]"
1000633906.1538550447,"[416988, 417865, 418295, 416614, 418179, 417373, 417355, 416915, 416687, 416116]"
1000642369.1538629642,"[417683, 417636, 417770, 417693, 417787, 417759, 417738, 417706, 417834, 417731]"
1000643812.1522760096,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418105, 418079, 418311]"
1000651267.1315583820,"[417996, 417636, 417975, 417979, 417706, 417373, 417614, 418199, 417923, 417121]"
1000659813.1538652477,"[418218, 418295, 418103, 417933, 417683, 417636, 417693, 417858, 417325, 418250]"
1000661362.1526135761,"[417996, 418451, 417933, 417975, 417979, 417923, 417886, 418495, 417998, 418199]"
1000667913.1538791364,"[417641, 418084, 417933, 418451, 418179, 416773, 418295, 418137, 417673, 417325]"
1000668599.1538437461,"[416773, 416915, 417458, 416951, 417325, 416616, 416703, 416592, 416900, 417493]"
1000672344.1529664876,"[417605, 416773, 416703, 417614, 417325, 416592, 415811, 416785, 415809, 417890]"
1000676298.1538336260,"[416773, 416616, 417325, 416592, 416614, 417636, 416703, 416564, 417614, 416537]"
1000683347.1506077972,"[416707, 417121, 417178, 417236, 417205, 417325, 417373, 417355, 416773, 416988]"
1000686990.1534872264,"[417751, 417787, 417801, 417759, 417831, 417614, 417706, 417693, 416204, 417704]"
1000691750.1534705186,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000691854.1538617271,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1000709259.1538021602,"[416915, 416898, 416932, 416900, 416981, 416879, 415426, 416917, 416926, 416911]"
1000721134.1538364323,"[416773, 417636, 416592, 416703, 417706, 417614, 417693, 417470, 416785, 417738]"
1000728221.1501058444,"[416614, 416773, 416703, 416592, 417636, 416537, 416785, 415809, 416634, 416677]"
100073722.1535038118,"[416614, 416988, 416773, 416703, 417325, 416592, 416785, 415809, 415811, 416537]"
1000738300.1538815317,"[418451, 418466, 418495, 416773, 416703, 417683, 418512, 416767, 417636, 418199]"
1000746291.1538631573,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1000748597.1538353903,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 416951, 417325]"
1000757445.1538436674,"[418468, 416773, 417307, 418495, 416693, 416761, 418523, 416968, 416738, 416828]"
1000777235.1510450435,"[416614, 416616, 416537, 416636, 416988, 416564, 416592, 416634, 418199, 416693]"
1000777725.1538634220,"[417770, 417641, 417759, 417683, 417639, 417307, 417738, 416773, 417731, 417718]"
1000782476.1522033711,"[417996, 417975, 417979, 418199, 417923, 418495, 418311, 417886, 415811, 417998]"
1000783129.1536837250,"[417636, 417683, 417693, 417706, 417787, 416773, 417738, 417759, 417614, 417325]"
1000792555.1526310673,"[416988, 416951, 417683, 416996, 417121, 416992, 417060, 405301, 415093, 417493]"
1000800453.1517403668,"[416915, 416898, 416932, 416900, 416981, 416879, 415426, 416917, 416926, 416911]"
1000812071.1538353768,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 416951, 417325]"
1000813937.1524278008,"[418084, 417325, 418199, 418295, 418034, 418092, 418079, 418270, 417886, 417636]"
1000821375.1507178311,"[416616, 416564, 416592, 416537, 416452, 416636, 416693, 416625, 416556, 416184]"
1000823608.1476706919,"[418218, 418137, 418295, 418084, 418103, 418179, 417751, 418311, 418270, 418199]"
100082742.1531094377,"[416687, 416677, 416703, 416701, 416699, 416693, 416695, 416807, 416634, 414444]"
1000831997.1490826231,"[416707, 417178, 417121, 417236, 417205, 417636, 416773, 417325, 417683, 417706]"
1000839059.1505642988,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1000843577.1538228053,"[418084, 417996, 417641, 417636, 416773, 417787, 416915, 417683, 417933, 417770]"
100085019.1537400382,"[418179, 417787, 418199, 418311, 418468, 418183, 418173, 418462, 418306, 418146]"
1000853125.1535765611,"[417641, 417639, 417996, 417718, 417307, 417671, 417325, 417683, 417708, 416773]"
1000854069.1521085725,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000856495.1507458216,"[417751, 417683, 417693, 417706, 417673, 416204, 417738, 417759, 417696, 417801]"
1000867370.1537254351,"[417636, 417683, 417693, 417641, 417706, 417673, 417738, 417325, 417759, 417355]"
1000869816.1457554385,"[417605, 417636, 417683, 417890, 417614, 417693, 417834, 417738, 417591, 417599]"
100087473.1517648876,"[416773, 416915, 417325, 417636, 416703, 416592, 417614, 416785, 416564, 416951]"
1000886481.1522295113,"[417996, 417975, 417979, 418199, 417923, 418495, 418311, 417886, 415811, 417998]"
1000896071.1538444778,"[416773, 416703, 416592, 417325, 416785, 415811, 416564, 415809, 416064, 418295]"
1000897039.1538647148,"[417636, 417683, 417693, 417751, 417706, 417738, 417834, 417759, 417784, 416116]"
1000897360.1527051007,"[417933, 417683, 416915, 417636, 417693, 417641, 416616, 417706, 417738, 417759]"
10009097.1538397899,"[418468, 417307, 416693, 418495, 416773, 416761, 418523, 416968, 416738, 416687]"
1000916041.1538798394,"[417996, 417641, 416707, 417373, 417751, 417865, 417787, 417121, 416773, 417178]"
1000917701.1529640073,"[418084, 417325, 417636, 418199, 417683, 418034, 418092, 418079, 417886, 418270]"
1000924711.1535677410,"[417428, 416773, 416703, 417636, 416592, 417329, 417325, 416915, 416785, 415811]"
1000933277.1538379840,"[416616, 416564, 416537, 416592, 416452, 416636, 416625, 416693, 416556, 416184]"
1000939083.1530680520,"[418468, 417307, 418495, 416761, 418523, 416693, 416968, 416738, 417082, 416828]"
1000940388.1538367667,"[416773, 416616, 416592, 417325, 416703, 417636, 417373, 416564, 417614, 416785]"
1000952308.1538626793,"[416707, 418451, 417673, 418218, 417373, 417236, 417121, 417178, 417205, 416616]"
1000956632.1535210626,"[418295, 418103, 416116, 417858, 418250, 418311, 417355, 418270, 418084, 416773]"
1000957082.1538339012,"[416773, 416703, 416592, 416785, 418295, 416564, 415811, 417325, 415809, 416064]"
1000962219.1535351005,"[416614, 417683, 417636, 417693, 417706, 418199, 417738, 416537, 417759, 416116]"
1000963211.1531721558,"[417605, 416614, 417890, 417614, 417636, 417683, 417599, 416761, 415809, 415093]"
1000965095.1538197698,"[417428, 417605, 417307, 417513, 417225, 417238, 417454, 417422, 417209, 417387]"
1000977885.1526981378,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1000978209.1517083847,"[416773, 416616, 416592, 417325, 416703, 417636, 417373, 416564, 417614, 416785]"
1000981096.1468767366,"[416687, 417428, 417373, 417683, 417787, 418137, 417636, 418295, 416116, 417458]"
1000988070.1525052252,"[417636, 417683, 417693, 417706, 417751, 417738, 417759, 416687, 417787, 418084]"
1000989140.1462525599,"[417636, 417683, 417693, 417706, 417738, 417759, 417751, 417787, 417834, 417546]"
100100522.1496820249,"[417751, 416204, 417693, 417706, 416773, 417801, 418505, 417696, 417458, 417708]"
1001014515.1533373553,"[416773, 418218, 418179, 417325, 416703, 417996, 416592, 418137, 416785, 417614]"
1001015610.1508569731,"[417996, 418084, 418199, 417975, 417979, 417886, 418092, 418079, 418311, 417121]"
1001017459.1538633344,"[417770, 417636, 417683, 417933, 417759, 417693, 417738, 417787, 417706, 417641]"
1001023329.1518425464,"[416773, 416703, 416592, 417636, 416616, 417325, 416564, 416785, 417614, 416537]"
1001027122.1538718740,"[418084, 417325, 418199, 418295, 418034, 418092, 418079, 418270, 417886, 417636]"
1001035194.1538622384,"[416773, 416703, 416592, 417325, 416785, 415811, 416564, 415809, 416064, 418295]"
1001038286.1461648967,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1001048563.1538355541,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 416951, 417325]"
1001062275.1538364058,"[416616, 416564, 416537, 416592, 416452, 416636, 416625, 416693, 416556, 416184]"
100106920.1533135027,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1001093577.1538636392,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1001098079.1538623737,"[417683, 417636, 417693, 417706, 417738, 417759, 417834, 417784, 417546, 416116]"
100109862.1538579662,"[417325, 416773, 417355, 417636, 417428, 417373, 418084, 417614, 416703, 417309]"
1001101666.1527822311,"[416687, 416693, 416703, 416677, 416701, 416988, 418468, 416699, 416695, 416761]"
1001108213.1524115696,"[418468, 416773, 417307, 418495, 416693, 416761, 418523, 416968, 416738, 416828]"
1001119583.1534567826,"[416687, 416677, 416703, 416701, 416699, 416693, 416695, 416807, 416634, 414444]"
1001124024.1526603239,"[416988, 416951, 417683, 416996, 417121, 416992, 417060, 405301, 415093, 417493]"
1001131163.1538672809,"[418084, 417996, 417641, 417636, 416773, 417787, 416915, 417683, 417933, 417770]"
1001137755.1538640590,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1001138569.1526628663,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418105, 418079, 418311]"
1001146821.1538659197,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
1001149906.1524554758,"[417787, 417428, 416773, 417636, 417614, 416703, 417325, 417759, 416592, 417513]"
1001157771.1512703695,"[417636, 417683, 416687, 417693, 417706, 416773, 417738, 416116, 417470, 417759]"
100117184.1538729306,"[417996, 418084, 417751, 417605, 417770, 418295, 418137, 416988, 415811, 418092]"
1001175928.1523711870,"[418179, 418199, 418311, 418468, 418183, 418306, 418462, 418173, 418146, 418377]"
1001181293.1538456010,"[417329, 417865, 416616, 417933, 418084, 416773, 417373, 417325, 417751, 417355]"
1001193269.1538574899,"[417673, 417787, 416988, 418137, 418295, 417605, 416614, 417373, 416707, 418218]"
1001207387.1525841394,"[416915, 416773, 417325, 417355, 416951, 416703, 416616, 416592, 417614, 416564]"
100121438.1523522896,"[417673, 417865, 417458, 416707, 417787, 418084, 417329, 417641, 417933, 416614]"
1001216752.1533555377,"[418295, 418103, 418218, 417858, 418250, 416116, 418311, 418270, 417636, 416773]"
1001218144.1488461939,"[417787, 417355, 416616, 418179, 417325, 417373, 417309, 418295, 417614, 417704]"
1001224819.1537839944,"[417636, 417683, 417693, 417706, 417738, 417759, 417834, 416116, 417546, 417784]"
100124444.1513965848,"[416773, 416703, 416687, 417325, 416592, 416785, 415811, 416564, 415809, 416951]"
1001246924.1538458619,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1001251651.1505820157,"[416773, 416703, 416592, 418295, 416785, 415811, 416564, 417325, 415809, 416064]"
1001263014.1527638536,"[417636, 417683, 417693, 417706, 417738, 417759, 417355, 417834, 417546, 416116]"
1001273240.1528125701,"[417787, 416614, 417831, 417828, 417801, 417789, 417759, 417704, 414790, 415712]"
1001283081.1532568990,"[417787, 417831, 417828, 417801, 417759, 417789, 417704, 414790, 417614, 417266]"
1001286308.1531989891,"[417458, 416951, 417493, 416922, 416773, 417530, 416638, 416761, 416634, 416636]"
1001288736.1501371069,"[417605, 416773, 417614, 417890, 416703, 417636, 417325, 416592, 415811, 416785]"
1001293419.1524439865,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1001306818.1538764801,"[417996, 417975, 417979, 418199, 417923, 418495, 418311, 417886, 415811, 417998]"
1001308507.1514179663,"[416616, 416915, 417325, 417770, 418218, 417355, 417636, 416773, 417996, 418468]"
1001317639.1534816184,"[417605, 416687, 417636, 417683, 417428, 416988, 417614, 416703, 416677, 417693]"
1001317953.1530889082,"[416773, 416592, 416703, 418295, 416616, 416785, 415811, 416564, 417325, 416951]"
10013213.1532234805,"[416773, 418468, 417307, 416693, 418495, 417325, 416761, 416703, 418523, 416968]"
1001329664.1523852445,"[416915, 416898, 416932, 416900, 416981, 416879, 415426, 416917, 416926, 416911]"
1001331918.1538439311,"[417458, 416951, 417493, 416922, 417530, 417373, 416638, 416634, 416636, 417470]"
1001337710.1538497232,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1001341746.1538580783,"[418295, 416773, 417355, 418468, 416116, 418451, 417636, 416592, 417933, 418103]"
1001341882.1538247028,"[417428, 417933, 416773, 417996, 417325, 417636, 416703, 417759, 417614, 416592]"
1001347152.1538375670,"[416614, 416915, 417770, 416988, 417996, 416773, 416703, 416537, 416951, 418199]"
1001351575.1528371062,"[418179, 418199, 418311, 418468, 418183, 418306, 418462, 418173, 418146, 418377]"
1001353447.1500266769,"[417751, 418218, 417770, 417605, 417458, 418103, 417636, 417683, 417996, 417673]"
1001369035.1538351698,"[417636, 416773, 416687, 417683, 417693, 417706, 417738, 417759, 417470, 416116]"
1001376094.1535968770,"[418179, 418199, 418311, 418468, 418183, 418306, 418462, 418173, 418146, 418377]"
1001384576.1538807543,"[417996, 418084, 418199, 417975, 417979, 417886, 418092, 418079, 418311, 417121]"
100138827.1501739311,"[417673, 417683, 417636, 417641, 417693, 417787, 417706, 417738, 417329, 417759]"
1001389506.1474131073,"[417996, 417975, 417979, 418199, 417923, 418495, 418311, 417886, 415811, 417998]"
10013912.1538497856,"[417636, 417683, 417373, 417325, 417706, 417693, 416773, 417470, 417614, 417738]"
1001403638.1535608352,"[416614, 417355, 417751, 417865, 417325, 413200, 416687, 418218, 418137, 417428]"
1001407416.1534595509,"[417325, 417373, 417355, 416773, 417428, 418218, 417636, 417614, 417309, 416703]"
1001413923.1538380961,"[416616, 418295, 417355, 416773, 416614, 417933, 417325, 416592, 417996, 416703]"
1001415948.1500464924,"[418179, 418199, 418468, 418311, 418183, 418462, 418306, 418173, 418146, 418377]"
1001417904.1527661982,"[416773, 417329, 416614, 416703, 416592, 417673, 417325, 416687, 416785, 416564]"
1001431453.1538414691,"[416773, 416703, 417325, 416592, 416785, 415811, 416564, 415809, 416951, 416064]"
1001433249.1471821917,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1001434606.1532054435,"[417605, 417890, 417614, 417636, 417599, 416761, 417221, 417513, 417683, 417519]"
1001441964.1538628139,"[417683, 417636, 417693, 417706, 417738, 417759, 417834, 417784, 417546, 416116]"
1001445492.1533812913,"[417996, 417787, 416616, 418179, 417933, 417975, 417923, 417979, 417998, 417886]"
1001445946.1538457801,"[418137, 418270, 418199, 418146, 415947, 417886, 418168, 418105, 418079, 418311]"
1001456104.1533469052,"[417770, 416773, 418295, 416703, 416592, 417325, 416785, 415811, 415809, 416564]"
1001457872.1527997268,"[417428, 417307, 417513, 417225, 417238, 417454, 417422, 417387, 417309, 417209]"
1001467652.1526542724,"[416614, 417355, 417325, 416116, 418295, 417706, 417519, 416701, 417996, 417121]"
1001488597.1538717459,"[417641, 417673, 417751, 418084, 417933, 417683, 417325, 417639, 417307, 417718]"
1001495548.1520478597,"[417996, 417636, 417706, 417614, 417979, 416773, 417975, 417787, 417546, 417704]"
1001509037.1538635316,"[417605, 417787, 417614, 417831, 417890, 417591, 417828, 417636, 414790, 417801]"
1001514553.1529538199,"[416614, 417605, 417890, 417614, 417636, 418199, 415809, 417683, 416537, 417355]"
1001516409.1523330779,"[417933, 417996, 417458, 418218, 417636, 417329, 416773, 416951, 417325, 417759]"
100151794.1538364464,"[417428, 417325, 417355, 417307, 418218, 416773, 417513, 417309, 418084, 417225]"
1001530415.1538814937,"[418451, 417641, 417933, 417325, 418218, 417373, 417307, 417996, 418468, 416773]"
1001531918.1534834471,"[417458, 416951, 417493, 416922, 416773, 417530, 416638, 416761, 416634, 416636]"
1001534867.1493432656,"[417641, 417373, 417673, 417683, 417325, 417639, 417307, 417671, 417718, 417309]"
1001544960.1538734918,"[417933, 418084, 417996, 418137, 416773, 417787, 417325, 417636, 417759, 417458]"
1001570671.1538829348,"[417329, 418179, 417996, 418218, 417355, 417325, 418137, 417373, 417787, 418199]"
1001570732.1512236391,"[417787, 417373, 417831, 417801, 417704, 417614, 417789, 417828, 414790, 417309]"
1001573517.1536764102,"[418468, 416773, 417307, 416693, 418495, 416761, 418523, 416968, 416828, 416687]"
1001578788.1466826544,"[416687, 416677, 416703, 416701, 416699, 416693, 416695, 416807, 416634, 414444]"
1001586945.1528198903,"[418295, 418103, 418218, 416116, 417858, 418250, 418084, 418311, 418270, 418179]"
1001590923.1516245321,"[418295, 418218, 418179, 418103, 417996, 416773, 418137, 418084, 417325, 418311]"
100160406.1511749335,"[417329, 418103, 417231, 417775, 418054, 418495, 417975, 417258, 417493, 417076]"
1001610708.1537163595,"[417373, 417307, 417309, 417639, 417325, 417493, 417513, 417238, 417614, 417221]"
1001619034.1525953736,"[417428, 417307, 417513, 417225, 417238, 417454, 417422, 417387, 417309, 417209]"
1001623790.1538548612,"[417673, 418218, 417605, 416707, 416687, 418468, 418103, 417307, 417933, 417373]"
1001626720.1538382696,"[416773, 418084, 417636, 416915, 417325, 416707, 416614, 417178, 417121, 417614]"
1001630660.1534734012,"[417329, 418179, 417996, 418218, 417355, 417325, 418137, 417373, 417787, 418199]"
